"YearStart","YearEnd","LocationAbbr","State","Datasource","Class","Topic","Question","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Alt","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Total","Gender","Grade","Race.Ethnicity","GeoLocation","ClassID","TopicID","QuestionID","DataValueTypeID","LocationID","StratificationCategory1","Stratification1","StratificationCategoryId1","StratificationID1","FID","Prevalence_in_the_States","SHAPE_Length","SHAPE_Area","prevalence_scale","amount_of_students"
2015,2015,"AR","Arkansas","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","American Indian/Alaska Native","(34.748650124, -92.274490743)","PA","PA1","Q049","VALUE",5,"Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA",24,34.5,5707634.00276971,1488699273848.93,"Medium",NA
2015,2015,"DC","District of Columbia","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",20.6,20.6,"","",19.5,21.8,5254,"","","","Non-Hispanic Black","(38.890371385, -77.031961127)","SD","SD1","Q058","VALUE",11,"Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK",36,22.1,200324.960720334,1972102312.29117,"Low",1082.324
2015,2015,"NH","New Hampshire","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",12.7,12.7,"","",11.2,14.5,3635,"","","11th","","(43.655950113, -71.50036092)","SD","SD1","Q058","VALUE",33,"Grade","11th","GRADE","GRADE11",52,26.3,2674767.14806674,270529403259.303,"Low",461.645
2015,2015,"ME","Maine","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",NA,"Value",7.2,7.2,"","",3.3,15.3,326,"","","","Asian","(45.254228894001, -68.985031336)","PA","PA1","Q049","VALUE",23,"Race/Ethnicity","Asian","RACE","RACEASN",41,30,5560035.36660915,990384869184.921,"Medium",23.472
2015,2015,"RI","Rhode Island","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",39.5,39.5,"","",34.4,44.9,3292,"Total","","","","(41.708280193, -71.522470314)","FV","FV1","Q020","VALUE",44,"Total","Total","OVR","OVERALL",37,26,984524.581180468,36178076477.7396,"Low",1300.34
2015,2015,"PR","Puerto Rico","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","Hawaiian/Pacific Islander","(18.220833, -66.590149)","PA","PA1","Q048","VALUE",72,"Race/Ethnicity","Hawaiian/Pacific Islander","RACE","RACEHPI",39,29.5,2136273.27059009,114783882870.193,"Low",NA
2015,2015,"KY","Kentucky","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",47,47,"","",41.7,52.3,552,"","","11th","","(37.645970271, -84.774971048)","FV","FV1","Q020","VALUE",21,"Grade","11th","GRADE","GRADE11",3,34.6,6346698.58704225,1128830286256.75,"Medium",259.44
2015,2015,"NE","Nebraska","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",40,40,"","",33.4,47,437,"","","11th","","(41.641040988001, -99.365720623)","FV","FV1","Q020","VALUE",31,"Grade","11th","GRADE","GRADE11",17,31.4,6921599.98880176,2207444436435.34,"Medium",174.8
2015,2015,"MO","Missouri","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","2 or more races","(38.635790776, -92.566300053)","FV","FV1","Q021","VALUE",29,"Race/Ethnicity","2 or more races","RACE","RACE2PLUS",21,32.4,7165632.96877297,1949020823655.51,"Medium",NA
2015,2015,"DE","Delaware","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",36.9,36.9,"","",32.9,41.1,1224,"","","","Non-Hispanic White","(39.008830667, -75.577741168)","FV","FV1","Q020","VALUE",10,"Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT",46,29.7,1383604.11753278,59081101616.5539,"Low",451.656
2015,2015,"WV","West Virginia","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",43.1,43.1,"","",36.6,49.8,387,"","","10th","","(38.665510202, -80.712640135)","FV","FV1","Q020","VALUE",54,"Grade","10th","GRADE","GRADE10",31,35.6,5374279.69717876,685167361615.589,"Medium",166.797
2015,2015,"MO","Missouri","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",NA,"Value",46.4,46.4,"","",39.6,53.3,131,"","","","Hispanic","(38.635790776, -92.566300053)","FV","FV1","Q021","VALUE",29,"Race/Ethnicity","Hispanic","RACE","RACEHIS",21,32.4,7165632.96877297,1949020823655.51,"Medium",60.784
2015,2015,"RI","Rhode Island","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",NA,"Value",22.3,22.3,"","",14.9,32,181,"","","","2 or more races","(41.708280193, -71.522470314)","TV","TV1","Q059","VALUE",44,"Race/Ethnicity","2 or more races","RACE","RACE2PLUS",37,26,984524.581180468,36178076477.7396,"Low",40.363
2015,2015,"NC","North Carolina","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",NA,"Value",41.5,41.5,"","",35.8,47.5,2818,"","Male","","","(35.466220975, -79.159250463)","FV","FV1","Q021","VALUE",37,"Gender","Male","GEN","MALE",27,30.1,6714056.23757219,1495755986090.79,"Medium",1169.47
2015,2015,"NY","New York","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",46.1,46.1,"","",41.9,50.3,2252,"","","10th","","(42.827001032, -75.543970427)","FV","FV1","Q020","VALUE",36,"Grade","10th","GRADE","GRADE10",10,25,7981383.07788145,1411440550734.63,"Low",1038.172
2015,2015,"DC","District of Columbia","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",NA,"Value",26.8,26.8,"","",24.5,29.2,1466,"","","","Hispanic","(38.890371385, -77.031961127)","TV","TV1","Q059","VALUE",11,"Race/Ethnicity","Hispanic","RACE","RACEHIS",36,22.1,200324.960720334,1972102312.29117,"Low",392.888
2015,2015,"NC","North Carolina","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",NA,"Value",18.1,18.1,"","",12,26.5,1428,"","","10th","","(35.466220975, -79.159250463)","OWS","OWS1","Q039","VALUE",37,"Grade","10th","GRADE","GRADE10",27,30.1,6714056.23757219,1495755986090.79,"Medium",258.468
2015,2015,"NY","New York","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",NA,"Value",21.3,21.3,"","",18.6,24.3,1919,"","","","Non-Hispanic White","(42.827001032, -75.543970427)","TV","TV1","Q059","VALUE",36,"Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT",10,25,7981383.07788145,1411440550734.63,"Low",408.747
2015,2015,"FL","Florida","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",42.3,42.3,"","",40.1,44.5,3148,"","Female","","","(28.932040377, -81.928960539)","FV","FV1","Q020","VALUE",12,"Gender","Female","GEN","FEMALE",13,26.8,10533929.1444184,1674411223041.2,"Low",1331.604
2015,2015,"VA","Virginia","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",NA,"Value",28.4,28.4,"","",18.5,41,1352,"","","9th","","(37.542680674, -78.457890463)","PA","PA1","Q049","VALUE",51,"Grade","9th","GRADE","GRADE09",7,29.2,7710803.89869229,1158804356933.99,"Low",383.968
2015,2015,"TN","Tennessee","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",NA,"Value",20.9,20.9,"","",16.9,25.6,842,"","","","Non-Hispanic Black","(35.68094058, -85.774490914)","OWS","OWS1","Q038","VALUE",47,"Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK",8,33.8,6350376.86082221,1177054472558.46,"Medium",175.978
2015,2015,"NY","New York","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",43.5,43.5,"","",39.9,47.3,2098,"","","9th","","(42.827001032, -75.543970427)","FV","FV1","Q020","VALUE",36,"Grade","9th","GRADE","GRADE09",10,25,7981383.07788145,1411440550734.63,"Low",912.63
2015,2015,"MO","Missouri","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",NA,"Value",23.9,23.9,"","",18.7,30.1,673,"","Female","","","(38.635790776, -92.566300053)","TV","TV1","Q059","VALUE",29,"Gender","Female","GEN","FEMALE",21,32.4,7165632.96877297,1949020823655.51,"Medium",160.847
2015,2015,"SC","South Carolina","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","2 or more races","(33.998821303, -81.045371207)","PA","PA1","Q049","VALUE",45,"Race/Ethnicity","2 or more races","RACE","RACE2PLUS",40,31.7,4370940.54750344,878270407919.019,"Medium",NA
2015,2015,"TN","Tennessee","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",NA,"Value",15.3,15.3,"","",10.4,21.9,162,"","","","2 or more races","(35.68094058, -85.774490914)","OWS","OWS1","Q039","VALUE",47,"Race/Ethnicity","2 or more races","RACE","RACE2PLUS",8,33.8,6350376.86082221,1177054472558.46,"Medium",24.786
2015,2015,"PA","Pennsylvania","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","American Indian/Alaska Native","(40.793730152, -77.860700294)","TV","TV1","Q059","VALUE",42,"Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA",47,30,5024348.11219534,1288451936889.14,"Medium",NA
2015,2015,"IL","Illinois","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",NA,"Value",20,20,"","",15.1,26.1,1130,"","","","Hispanic","(40.485010283, -88.997710178)","PA","PA1","Q048","VALUE",17,"Race/Ethnicity","Hispanic","RACE","RACEHIS",20,30.8,6172530.80822631,1571568299027.73,"Medium",226
2015,2015,"CT","Connecticut","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","American Indian/Alaska Native","(41.56266102, -72.649840952)","SD","SD1","Q058","VALUE",9,"Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA",35,25.3,1780630.95573379,145421898735.938,"Low",NA
2015,2015,"NE","Nebraska","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",18.3,18.3,"","",14.4,23,441,"","","11th","","(41.641040988001, -99.365720623)","SD","SD1","Q058","VALUE",31,"Grade","11th","GRADE","GRADE11",17,31.4,6921599.98880176,2207444436435.34,"Medium",80.703
2015,2015,"AZ","Arizona","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",NA,"Value",20.8,20.8,"","",17.3,24.9,723,"","","11th","","(34.86597028, -111.763811277)","PA","PA1","Q048","VALUE",4,"Grade","11th","GRADE","GRADE11",43,28.4,8044184.23304366,3562685913793.35,"Low",150.384
2015,2015,"MA","Massachusetts","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",NA,"Value",16.6,16.6,"","",11.2,24,299,"","","","Non-Hispanic Black","(42.27687047, -72.082690675)","PA","PA1","Q048","VALUE",25,"Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK",33,24.3,4197218.1811822,247224998635.541,"Low",49.634
2015,2015,"MI","Michigan","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",NA,"Value",10.1,10.1,"","",5,19.4,165,"","","","Asian","(44.661319543001, -84.71439027)","OWS","OWS1","Q039","VALUE",26,"Race/Ethnicity","Asian","RACE","RACEASN",11,31.2,12407988.0244766,1657221839418.83,"Medium",16.665
2015,2015,"ND","North Dakota","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",NA,"Value",35.4,35.4,"","",28.2,43.5,483,"","","11th","","(47.475319779, -100.118421049)","PA","PA1","Q049","VALUE",38,"Grade","11th","GRADE","GRADE11",51,31,5872756.35857996,2013151767399.38,"Medium",170.982
2015,2015,"MO","Missouri","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",46.4,46.4,"","",43.5,49.3,1471,"Total","","","","(38.635790776, -92.566300053)","FV","FV1","Q020","VALUE",29,"Total","Total","OVR","OVERALL",21,32.4,7165632.96877297,1949020823655.51,"Medium",682.544
2015,2015,"DE","Delaware","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","Non-Hispanic Black","(39.008830667, -75.577741168)","FV","FV1","Q021","VALUE",10,"Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK",46,29.7,1383604.11753278,59081101616.5539,"Low",NA
2015,2015,"FL","Florida","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",NA,"Value",25.7,25.7,"","",23.5,28,1730,"","","10th","","(28.932040377, -81.928960539)","PA","PA1","Q048","VALUE",12,"Grade","10th","GRADE","GRADE10",13,26.8,10533929.1444184,1674411223041.2,"Low",444.61
2015,2015,"FL","Florida","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","Hawaiian/Pacific Islander","(28.932040377, -81.928960539)","FV","FV1","Q021","VALUE",12,"Race/Ethnicity","Hawaiian/Pacific Islander","RACE","RACEHPI",13,26.8,10533929.1444184,1674411223041.2,"Low",NA
2015,2015,"AZ","Arizona","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",22.5,22.5,"","",19,26.5,1116,"","Male","","","(34.86597028, -111.763811277)","SD","SD1","Q058","VALUE",4,"Gender","Male","GEN","MALE",43,28.4,8044184.23304366,3562685913793.35,"Low",251.1
2015,2015,"PA","Pennsylvania","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",NA,"Value",51.2,51.2,"","",45.5,56.8,478,"","","","Hispanic","(40.793730152, -77.860700294)","FV","FV1","Q021","VALUE",42,"Race/Ethnicity","Hispanic","RACE","RACEHIS",47,30,5024348.11219534,1288451936889.14,"Medium",244.736
2015,2015,"MI","Michigan","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",NA,"Value",36.2,36.2,"","",29.1,44,228,"","","","2 or more races","(44.661319543001, -84.71439027)","FV","FV1","Q021","VALUE",26,"Race/Ethnicity","2 or more races","RACE","RACE2PLUS",11,31.2,12407988.0244766,1657221839418.83,"Medium",82.536
2015,2015,"IN","Indiana","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","Asian","(39.766910452, -86.149960194)","OWS","OWS1","Q039","VALUE",18,"Race/Ethnicity","Asian","RACE","RACEASN",32,31.3,4858882.21795382,1010364222333.8,"Medium",NA
2015,2015,"AL","Alabama","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","American Indian/Alaska Native","(32.840571122, -86.631860762)","FV","FV1","Q020","VALUE",1,"Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA",38,35.6,5750657.81244629,1442806615250.92,"Medium",NA
2015,2015,"DC","District of Columbia","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",NA,"Value",16,16,"","",15.2,16.8,8374,"Total","","","","(38.890371385, -77.031961127)","PA","PA1","Q048","VALUE",11,"Total","Total","OVR","OVERALL",36,22.1,200324.960720334,1972102312.29117,"Low",1339.84
2015,2015,"CT","Connecticut","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",38,38,"","",32.7,43.5,473,"","","12th","","(41.56266102, -72.649840952)","FV","FV1","Q020","VALUE",9,"Grade","12th","GRADE","GRADE12",35,25.3,1780630.95573379,145421898735.938,"Low",179.74
2015,2015,"ME","Maine","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",NA,"Value",21.2,21.2,"","",14.5,30,234,"","","","Non-Hispanic Black","(45.254228894001, -68.985031336)","PA","PA1","Q048","VALUE",23,"Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK",41,30,5560035.36660915,990384869184.921,"Medium",49.608
2015,2015,"OK","Oklahoma","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",NA,"Value",21.5,21.5,"","",18.2,25.1,766,"","Female","","","(35.472031356, -97.521070214)","PA","PA1","Q048","VALUE",40,"Gender","Female","GEN","FEMALE",29,33.9,7857119.57078742,1982448890144.3,"Medium",164.69
2015,2015,"AL","Alabama","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",NA,"Value",22.7,22.7,"","",15.9,31.3,267,"","","12th","","(32.840571122, -86.631860762)","PA","PA1","Q048","VALUE",1,"Grade","12th","GRADE","GRADE12",38,35.6,5750657.81244629,1442806615250.92,"Medium",60.609
2015,2015,"SC","South Carolina","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",NA,"Value",53.3,53.3,"","",47.7,58.7,1270,"Total","","","","(33.998821303, -81.045371207)","FV","FV1","Q021","VALUE",45,"Total","Total","OVR","OVERALL",40,31.7,4370940.54750344,878270407919.019,"Medium",676.91
2015,2015,"KY","Kentucky","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","American Indian/Alaska Native","(37.645970271, -84.774971048)","SD","SD1","Q058","VALUE",21,"Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA",3,34.6,6346698.58704225,1128830286256.75,"Medium",NA
2015,2015,"VA","Virginia","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",41.2,41.2,"","",38.7,43.8,5070,"Total","","","","(37.542680674, -78.457890463)","FV","FV1","Q020","VALUE",51,"Total","Total","OVR","OVERALL",7,29.2,7710803.89869229,1158804356933.99,"Low",2088.84
2015,2015,"KY","Kentucky","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",NA,"Value",25.4,25.4,"","",22.3,28.7,1294,"","Female","","","(37.645970271, -84.774971048)","TV","TV1","Q059","VALUE",21,"Gender","Female","GEN","FEMALE",3,34.6,6346698.58704225,1128830286256.75,"Medium",328.676
2015,2015,"PR","Puerto Rico","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",NA,"Value",18.3,18.3,"","",16.4,20.4,1603,"Total","","","","(18.220833, -66.590149)","PA","PA1","Q048","VALUE",72,"Total","Total","OVR","OVERALL",39,29.5,2136273.27059009,114783882870.193,"Low",293.349
2015,2015,"AR","Arkansas","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","Asian","(34.748650124, -92.274490743)","TV","TV1","Q059","VALUE",5,"Race/Ethnicity","Asian","RACE","RACEASN",24,34.5,5707634.00276971,1488699273848.93,"Medium",NA
2015,2015,"AK","Alaska","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",43,43,"","",38.2,47.8,354,"","","11th","","(64.845079957001, -147.722059036)","FV","FV1","Q020","VALUE",2,"Grade","11th","GRADE","GRADE11",14,29.8,6663726.59054098,530113882116.939,"Low",152.22
2015,2015,"DE","Delaware","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",NA,"Value",6.4,6.4,"","",3.3,11.9,930,"","","11th","","(39.008830667, -75.577741168)","PA","PA1","Q049","VALUE",10,"Grade","11th","GRADE","GRADE11",46,29.7,1383604.11753278,59081101616.5539,"Low",59.52
2015,2015,"CA","California","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",NA,"Value",9.2,9.2,"","",7.3,11.6,936,"","Female","","","(37.638640123, -120.999999538)","OWS","OWS1","Q038","VALUE",6,"Gender","Female","GEN","FEMALE",2,24.2,14518698.4566722,5327809415403.01,"Low",86.112
2015,2015,"AL","Alabama","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","Hawaiian/Pacific Islander","(32.840571122, -86.631860762)","TV","TV1","Q059","VALUE",1,"Race/Ethnicity","Hawaiian/Pacific Islander","RACE","RACEHPI",38,35.6,5750657.81244629,1442806615250.92,"Medium",NA
2015,2015,"TN","Tennessee","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",NA,"Value",16.6,16.6,"","",14.9,18.5,2375,"","","","Non-Hispanic White","(35.68094058, -85.774490914)","OWS","OWS1","Q039","VALUE",47,"Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT",8,33.8,6350376.86082221,1177054472558.46,"Medium",394.25
2015,2015,"CT","Connecticut","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",35.7,35.7,"","",32,39.6,1155,"","Female","","","(41.56266102, -72.649840952)","FV","FV1","Q020","VALUE",9,"Gender","Female","GEN","FEMALE",35,25.3,1780630.95573379,145421898735.938,"Low",412.335
2015,2015,"OK","Oklahoma","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",NA,"Value",33.4,33.4,"","",27.6,39.7,448,"","","10th","","(35.472031356, -97.521070214)","PA","PA1","Q048","VALUE",40,"Grade","10th","GRADE","GRADE10",29,33.9,7857119.57078742,1982448890144.3,"Medium",149.632
2015,2015,"RI","Rhode Island","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",15.6,15.6,"","",13.9,17.6,1595,"","Male","","","(41.708280193, -71.522470314)","SD","SD1","Q058","VALUE",44,"Gender","Male","GEN","MALE",37,26,984524.581180468,36178076477.7396,"Low",248.82
2015,2015,"VA","Virginia","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","Hawaiian/Pacific Islander","(37.542680674, -78.457890463)","FV","FV1","Q021","VALUE",51,"Race/Ethnicity","Hawaiian/Pacific Islander","RACE","RACEHPI",7,29.2,7710803.89869229,1158804356933.99,"Low",NA
2015,2015,"NC","North Carolina","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",NA,"Value",23.5,23.5,"","",11.8,41.5,171,"","","","Asian","(35.466220975, -79.159250463)","FV","FV1","Q021","VALUE",37,"Race/Ethnicity","Asian","RACE","RACEASN",27,30.1,6714056.23757219,1495755986090.79,"Medium",40.185
